lake_id,latitude,longitude,baseline_susceptibility_score,baseline_susceptibility_level,missing_static_fields,interpretation,safety_notice
PKGL-03689,36.0762904,75.25478971,31.32,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03690,36.07404827,75.2552789,27.24,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03691,36.0733807,75.25507554,26.26,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03692,36.07323912,75.254564,30.33,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03693,36.07558125,75.2535644,39.38,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03694,36.07634244,75.25116703,24.18,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03695,36.07800583,75.25265588,33.89,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03696,36.07882228,75.25028225,31.44,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03697,36.07924248,75.25039486,26.79,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03698,36.07953793,75.24868263,38.21,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03699,36.07934519,75.24696357,38.62,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03700,36.07912795,75.24733982,18.74,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03701,36.08016909,75.24419665,27.11,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03702,36.08071142,75.24343234,24.19,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03703,36.07933459,75.24263791,28.39,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03704,36.08162898,75.246363,37.97,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03705,36.08014907,75.25358244,21.97,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03706,36.08141211,75.24975905,39.46,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03707,36.08032287,75.24819204,20.57,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03708,36.08100071,75.24808945,21.19,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03709,36.08203028,75.2489003,16.81,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03710,36.08345653,75.24661527,29.3,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03711,36.08308451,75.24491254,39.99,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03712,36.0834813,75.24486971,19.26,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03713,36.08284406,75.24310177,32.82,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03714,36.08344,75.24392342,20.11,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03715,36.10707181,75.24607373,40.26,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03716,36.10837702,75.24388517,15.59,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03717,36.10836056,75.24293792,16.36,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03718,36.1095808,75.24411252,33.3,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03719,36.10996525,75.24326645,40.66,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03720,36.10665648,75.24103505,15.03,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03721,36.10442454,75.24421842,14.44,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03722,36.10390376,75.24359552,17.46,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03723,36.10401296,75.2432321,16.8,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03724,36.10348265,75.24162106,44.89,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03725,36.10157023,75.24128046,45.53,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03726,36.10048516,75.23757628,23.86,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03727,36.10074269,75.23675205,27.39,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03728,36.10193315,75.23895162,52.39,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03729,36.10297846,75.23770676,48.73,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03730,36.09771213,75.23159802,40.36,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03731,36.09663137,75.23581684,34.61,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03732,36.09620179,75.23219573,20.66,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03733,36.09599093,75.23022309,18.62,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03734,36.09669172,75.24251731,29.56,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03735,36.09606494,75.24200956,24.45,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03736,36.09721761,75.24204089,32.86,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03737,36.09714828,75.24106346,27.55,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03738,36.09780557,75.24161523,30.34,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03739,36.09817784,75.23964003,28.77,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03740,36.09806808,75.23991738,18.56,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03741,36.07995143,75.24158846,48.06,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03742,36.08060495,75.24119029,25.98,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03743,36.08078884,75.24226315,36.07,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03744,36.08096846,75.24163685,23.02,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03745,36.08120734,75.24186627,23.96,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03746,36.08174942,75.24234849,32.19,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03747,36.08237174,75.24207604,22.58,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03748,36.08247141,75.2416398,31.74,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03749,36.08199579,75.24091467,19.58,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03750,36.08217842,75.24041033,34.89,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03751,36.08304437,75.24168627,33.5,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03752,36.08323808,75.24238778,43.96,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03753,36.08425122,75.24216929,19.89,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03754,36.08414383,75.24188775,36.71,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03755,36.083993,75.24226621,15.02,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03756,36.08434654,75.24096383,29.34,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03757,36.08376881,75.24028846,35.16,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03758,36.08386246,75.23964043,30.68,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03759,36.08333788,75.23746892,30.08,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03760,36.08358005,75.23839169,20.49,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03761,36.083747,75.23771446,24.95,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03762,36.08623693,75.23728445,28.98,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03763,36.08639685,75.23565353,23.7,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03764,36.08740607,75.23490333,28.09,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03765,36.08758613,75.23317547,32.01,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03766,36.08720601,75.23350575,25.11,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03767,36.09081719,75.23813401,36.96,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03768,36.09388591,75.23766369,28.46,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03769,36.09334491,75.23653474,25.7,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03770,36.09283998,75.23639795,26.68,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03771,36.09123108,75.23756759,32.51,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03772,36.10042173,75.23021867,35.6,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03773,36.09953578,75.22876817,25.98,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03774,36.0982842,75.23345331,19.24,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03775,36.0977616,75.23444761,21.87,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03776,36.09998337,75.24245348,18.57,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03777,36.10552138,75.23739085,45.61,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03778,36.10623337,75.23645282,39.8,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03779,36.10593951,75.23530867,26.04,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03780,36.1052567,75.23337528,27.49,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03781,36.1039874,75.23340692,29.45,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03782,36.10619468,75.23313493,21.3,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03783,36.10663821,75.23083226,29.99,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03784,36.10807928,75.23645151,45.71,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03785,36.10820335,75.23586366,16.13,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03786,36.10816825,75.23711445,21.67,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03787,36.10809651,75.23871916,20.81,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03788,36.10801217,75.23958588,25.63,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03789,36.10789033,75.24021806,23.21,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03790,36.10930735,75.23906157,32.8,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03791,36.10895327,75.23617161,28.27,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03792,36.10921005,75.23656603,23.63,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03793,36.109802,75.23570935,31.81,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03794,36.10538818,75.24298182,25.84,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03795,36.10542612,75.24239911,17.92,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03796,36.1049003,75.24505439,17.74,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03797,36.11522724,75.22905672,38.42,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03798,36.11451876,75.22833559,45.75,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03799,36.11600182,75.22537473,60.1,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03800,36.11578112,75.22272948,28.38,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03801,36.11526496,75.22349415,20.92,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03802,36.11638569,75.22209932,39.65,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03803,36.11557876,75.22032017,24.57,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03804,36.11620663,75.22047971,25.32,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03805,36.11437863,75.21939847,40.06,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03806,36.11332759,75.22249125,21.82,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03807,36.10818174,75.21958622,48.05,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03808,36.10715689,75.22317086,49.81,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03809,36.10814346,75.22462365,37.87,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03810,36.10676607,75.22632722,18.49,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03811,36.10695322,75.23028907,20.73,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03812,36.10707419,75.22940465,43.63,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03813,36.10577772,75.22911697,28.03,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03814,36.10537931,75.22788801,18.67,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03815,36.10553674,75.22636668,32.48,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03816,36.10674257,75.21971353,20.71,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03817,36.10003729,75.22776801,25.47,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03818,36.10022636,75.22716435,33.79,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03819,36.10074077,75.22701472,33.01,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03820,36.10080342,75.22660136,19.0,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03821,36.10086113,75.22555709,32.09,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03822,36.10044515,75.22482075,26.51,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03823,36.10131692,75.22540702,40.41,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03824,36.10160031,75.22483842,17.21,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03825,36.1009408,75.22298754,35.32,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03826,36.10137494,75.22268719,38.28,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03827,36.10003166,75.22257003,20.14,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03828,36.10064607,75.22251054,23.82,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03829,36.09718047,75.22676904,26.67,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03830,36.09836961,75.2243712,28.88,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03831,36.0981834,75.22436941,15.04,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03832,36.09801243,75.22458071,31.33,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03833,36.09814813,75.22677581,21.36,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03834,36.10208417,75.22177598,19.98,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03835,36.10185321,75.22060525,36.16,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03836,36.10253777,75.21857569,18.79,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03837,36.10186982,75.21681692,25.65,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03838,36.10005615,75.21944631,23.57,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03839,36.10060488,75.22119011,15.55,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03840,36.10098275,75.22126537,20.55,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03841,36.09766512,75.21593754,39.96,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-03842,36.09816082,75.21508267,18.3,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
